time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-11-28,11.9,8.0,18.0,0.1,,242.0,6.9,29.6,1007.1,
2023-11-29,11.0,9.0,13.0,0.6,,343.0,2.1,20.4,1007.3,
2023-11-30,14.6,8.0,23.0,0.5,,205.0,10.4,44.5,1000.8,
2023-12-01,14.4,8.0,18.0,3.9,,266.0,13.1,42.6,997.2,
2023-12-02,9.8,5.0,15.0,0.5,,288.0,9.8,37.0,1010.3,
2023-12-03,7.2,2.0,13.0,0.0,,266.0,5.6,24.1,1020.6,
2023-12-04,10.0,6.0,15.0,0.0,,277.0,11.1,46.3,1014.5,
2023-12-05,9.1,5.0,13.0,0.0,,290.0,6.4,29.6,1016.0,
2023-12-06,7.9,3.0,14.0,0.0,,284.0,4.8,22.2,1016.8,
2023-12-07,8.5,2.0,15.0,0.2,,258.0,8.5,33.3,1017.3,
2023-12-08,11.3,7.0,16.0,1.6,,268.0,7.4,31.5,1013.1,
2023-12-09,10.0,4.0,17.0,0.0,,276.0,9.4,35.2,1019.3,
2023-12-10,12.1,6.0,19.0,0.0,,292.0,5.8,29.6,1021.3,
2023-12-11,14.2,10.0,19.0,0.0,,279.0,9.7,38.9,1018.6,
2023-12-12,15.3,11.0,18.0,0.0,,260.0,13.0,42.6,1013.8,
2023-12-13,14.2,11.0,16.0,0.0,,253.0,15.4,57.4,1009.1,
2023-12-14,10.8,5.0,17.0,0.0,,270.0,12.1,38.9,1018.6,
2023-12-15,8.5,3.0,16.0,0.0,,292.0,6.4,25.9,1030.6,
2023-12-16,7.2,2.0,15.0,0.0,,291.0,4.7,22.2,1035.9,
2023-12-17,5.9,0.0,14.0,0.0,,274.0,5.4,24.1,1037.1,
2023-12-18,5.5,-1.0,16.0,0.0,,285.0,5.5,27.8,1034.6,
2023-12-19,7.8,1.0,18.0,0.0,,288.0,5.3,31.5,1027.8,
2023-12-20,7.0,3.0,14.0,0.0,,260.0,5.4,29.6,1021.1,
2023-12-21,8.9,2.0,16.0,0.0,,286.0,10.5,25.9,1020.8,
2023-12-22,13.9,9.0,20.0,0.0,,299.0,13.0,29.6,1020.1,
2023-12-23,9.3,5.0,15.0,0.0,,296.0,9.6,29.6,1023.5,
2023-12-24,7.5,2.0,15.0,0.0,,286.0,5.7,29.6,1023.1,
2023-12-25,6.5,0.0,17.0,0.0,,294.0,5.0,29.6,1021.4,
2023-12-26,6.7,-1.0,18.0,0.0,,297.0,5.0,29.6,1021.6,
2023-12-27,7.3,-1.0,19.0,0.0,,297.0,4.1,27.8,1023.0,
2023-12-28,5.7,0.0,13.0,0.0,,281.0,4.3,27.8,1024.6,
2023-12-29,6.9,3.0,13.0,0.0,,313.0,3.4,27.8,1022.4,
2023-12-30,7.0,1.0,16.0,0.0,,293.0,4.5,25.9,1019.3,
2023-12-31,10.0,5.0,16.0,0.0,,277.0,10.3,40.8,1014.9,
